time_s,rsrp_dbm,sinr_db,cqi
0.0,-75.0,21.989700043360187,14
0.001,-75.10791536520279,21.881281994265226,14
0.002,-74.55761398658261,22.431080630942716,14
0.003,-73.30108694697161,23.687104870687612,15
0.004,-73.55585450601845,23.431834453978396,15
0.005,-73.80013512059308,23.187050924072338,15
0.006,-72.52633636106243,24.460346710729787,15
0.007,-71.97830137283957,25.007878668665022,15
0.008,-72.48054891343065,24.505128040499237,15
0.009000000000000001,-72.12079179109973,24.864382018095856,15
0.01,-72.61173804828451,24.372932559144708,15
0.011,-73.08468690749628,23.899480441262035,15
0.012,-72.94990171641578,24.033762316894773,15
0.013000000000000001,-74.61257761481343,22.37058304640015,14
0.014,-76.05181757568363,20.93083965691158,13
0.015,-76.46633430985665,20.515819437726563,13
0.016,-77.23867129633678,19.742978909968677,13
0.017,-76.8762022247346,20.104944384155292,13
0.018000000000000002,-77.54442050497921,19.436222450485307,13
0.019,-78.60499934306917,18.37513990308821,12
0.02,-77.22949822633417,19.750137254762418,13
0.021,-77.3153654819757,19.66376617843462,13
0.022,-77.15359724201357,19.825030542213227,13
0.023,-78.23903132591131,18.73909252676302,12
0.024,-78.54863326212666,18.4289866037546,12
0.025,-78.30060187757763,18.67651394639835,12
0.026000000000000002,-79.11165040908155,17.864961318005456,12
0.027,-78.62034195706713,18.35576561827569,12
0.028,-78.96034985391242,18.015253514959618,12
0.029,-79.02955016375887,17.945548944044432,12
0.03,-79.35351557133286,17.621079220932454,12
0.031,-77.62344813406777,19.350642288319083,13
0.032,-77.51392648847268,19.459659509824075,13
0.033,-78.27689826626424,18.696183253859644,12
0.034,-77.44540408791954,19.52717290007766,13
0.035,-78.34622042031855,18.625851981727145,12
0.036000000000000004,-78.02174431238626,18.949823450012186,12
0.037,-79.51337190955506,17.457691159629523,12
0.038,-80.41989651838193,16.55066180415134,11
0.039,-80.02161353468225,16.94843998789152,11
0.04,-79.18856949745769,17.780979171977666,12
0.041,-78.86017975194657,18.108864011300845,12
0.042,-78.78333546422668,18.18520333991267,12
0.043000000000000003,-78.86351419857542,18.104519593665227,12
0.044,-79.91937549607857,17.04815323160227,12
0.045,-80.30178774934521,16.665235861244312,11
0.046,-80.45306232273892,16.513456118357446,11
0.047,-79.33579953027645,17.630213689054614,12
0.048,-78.85631494570565,18.109192999717727,12
0.049,-80.14767858634372,16.81732403315946,11
0.05,-79.65140544064582,17.313091801054494,12
0.051000000000000004,-79.76446390894776,17.199527903196994,12
0.052000000000000005,-80.11542198244967,16.84806434851684,11
0.053,-79.38043324922452,17.582547549071126,12
0.054,-78.32584588927733,18.63662932498495,12
0.055,-77.39609239251809,19.565877186478513,13
0.056,-77.97563918051786,18.985824712110986,12
0.057,-78.09096050314879,18.869997652140512,12
0.058,-77.66875541911315,19.2916969479952,13
0.059000000000000004,-76.7273600342846,20.232586493931816,13
0.06,-77.0331222156571,19.926318423086833,13
0.061,-77.08228151223923,19.876653186582242,13
0.062,-77.89485302932974,19.063575679249873,13
0.063,-78.74938337924475,18.208539288904262,12
0.064,-77.89894432454967,19.05847225311069,13
0.065,-76.63007943046023,20.326831006784218,13
0.066,-76.59945919295033,20.35694505408174,13
0.067,-75.67533889614245,21.280559111011698,14
0.068,-75.32172329696448,21.63366842077711,14
0.069,-75.81921784675075,21.135667532174658,14
0.07,-75.45949321815135,21.494885772685315,14
0.07100000000000001,-74.13535774265348,22.81851481095298,14
0.07200000000000001,-74.1727733940075,22.78059267335847,14
0.073,-72.8774266195134,24.07543291273306,15
0.074,-75.11345649777485,21.838896450604324,14
0.075,-74.39761150293242,22.55423481296306,14
0.076,-74.32124788928441,22.63009174564236,14
0.077,-74.56871516915577,22.38211773644875,14
0.078,-74.48103580313055,22.469290324929688,14
0.079,-76.1258089929712,20.824010309454316,13
0.08,-76.23428983883612,20.715022589995865,13
0.081,-75.85848825254652,21.090317254864797,14
0.082,-74.56537458628705,22.38292395200826,14
0.083,-74.983769064767,21.964022456848706,14
0.084,-75.62650975157428,21.320774705930155,14
0.085,-75.98817660170073,20.958600744392648,13
0.08600000000000001,-75.15655838716363,21.789711800350908,14
0.08700000000000001,-74.84580375209697,22.09995922980296,14
0.088,-75.26116392919789,21.684091800183772,14
0.089,-74.79222862694586,22.152519803146042,14
0.09,-74.6878904696671,22.256350614495744,14
0.091,-73.86263554513627,23.081098146590477,15
0.092,-74.45951029205648,22.48371596085947,14
0.093,-74.72088410460623,22.221834663256598,14
0.094,-75.02512463057508,21.917086606124737,14
0.095,-76.20793035814341,20.733773301416004,13
0.096,-75.879795717796,21.061400318778183,14
0.097,-75.59367468806205,21.347013679814665,14
0.098,-75.53157340485834,21.40860724874136,14
0.099,-75.67102465646957,21.268648237406268,14
0.1,-76.78659395572352,20.15257113311439,13
0.101,-77.03003074420235,19.908626494416417,13
0.10200000000000001,-77.19864911276555,19.739500230585747,13
0.10300000000000001,-77.74243464402896,19.19520675913949,13
0.10400000000000001,-77.73113320543276,19.20600021277048,13
0.105,-77.24986498060925,19.686760407979477,13
0.106,-75.55499700141122,21.381120313046807,14
0.107,-75.35106760828029,21.584541587664027,14
0.108,-75.08602268525519,21.849078347925648,14
0.109,-75.10740521978745,21.82718760651344,14
0.11,-76.66144773346817,20.27263684196963,13
0.111,-76.57941136869421,20.35416491203076,13
0.112,-76.42824803803498,20.504819904260895,13
0.113,-74.28445858075668,22.64810097952735,14
0.114,-74.43461501025968,22.497436124563333,14
0.115,-74.16774971679763,22.763792949248803,14
0.116,-74.19093110566405,22.74010304842392,14
0.117,-75.15595010593373,21.77457549314768,14
0.11800000000000001,-74.15979948299449,22.77021751816602,14
0.11900000000000001,-73.52829974627693,23.401208614182213,15
0.12,-72.88927604661103,24.039723630500177,15
0.121,-73.68965512260759,23.23883582864307,15
0.122,-72.53488472452305,24.39309745848851,15
0.123,-73.75844845410022,23.169024918427723,15
0.124,-73.27894422993612,23.648020289997866,15
0.125,-71.48476147424655,25.441694151117275,15
0.126,-72.40746890239974,24.518477786552015,15
0.127,-72.94019405297328,23.985243657858764,15
0.128,-72.89752412418301,24.02740456695608,15
0.129,-73.35786957712382,23.56655005288343,15
0.13,-74.67040169783797,22.253508829733075,14
0.131,-74.58357860374028,22.339822780224686,14
0.132,-75.4404187671546,21.482473432169012,14
0.133,-74.98543129872102,21.936951675060577,14
0.134,-75.7068443772438,21.215029330229832,14
0.135,-74.34555732708486,22.575807073449585,14
0.136,-74.97879226373774,21.942062789361117,14
0.137,-75.20289486386959,21.71745080143214,14
0.138,-74.47339411611678,22.44644212116118,14
0.139,-75.4729663829006,21.446360386261922,14
0.14,-75.21951398248552,21.699303278604912,14
0.14100000000000001,-74.07804552069491,22.840262192501868,14
0.14200000000000002,-75.40584584859663,21.511952277020058,14
0.14300000000000002,-75.18990287073562,21.727385627749744,14
0.14400000000000002,-74.91975570919129,21.99702312274674,14
0.145,-74.22609359238736,22.690175533722638,14
0.146,-75.23877639056217,21.676982990574448,14
0.147,-76.28013505730915,20.63511453984415,13
0.148,-75.74739430561407,21.16734546868145,14
0.149,-75.42278091732949,21.49144899536929,14
0.15,-75.14955416560578,21.764165846892883,14
0.151,-74.80719630178648,22.106013772044314,14
0.152,-75.33191137552093,21.580788721309922,14
0.153,-75.07670412345114,21.835485958183448,14
0.154,-74.78086615419957,22.130813874178212,14
0.155,-75.33439942884392,21.57677050835238,14
0.156,-73.71983600173948,23.190823806486556,15
0.157,-73.3271675741969,23.58298206740602,15
0.158,-74.33471403734697,22.574925400116047,14
0.159,-73.7649765260227,23.144152669919652,15
0.16,-74.5743441708898,22.33427474628726,14
0.161,-73.88595072896933,23.022157872333985,15
0.162,-72.91587689069632,23.99172135776102,15
0.163,-73.63036311122615,23.276724747549284,15
0.164,-72.83234557001569,24.074231862378227,15
0.165,-72.52387921725689,24.382187752192298,15
0.166,-71.88712743366841,25.018429036409287,15
0.167,-70.3818145743236,26.523231360092332,15
0.168,-70.71794690213707,26.1865884604634,15
0.169,-71.46313172939962,25.440893025368283,15
0.17,-72.29116916700285,24.612344944052044,15
0.171,-73.02453473332345,23.878468698274716,15
0.17200000000000001,-73.11398177862779,23.788510937906693,15
0.17300000000000001,-72.85176536764936,24.050216598351316,15
0.17400000000000002,-72.65338968460149,24.248081495532134,15
0.17500000000000002,-72.00489104215087,24.896069316919377,15
0.176,-72.05917043493578,24.841279068011772,15
0.177,-70.9130426119382,25.986895999964364,15
0.178,-71.2413947938205,25.658032892251864,15
0.179,-69.07410525720533,27.8248114683888,15
0.18,-68.7350920237549,28.163313706850133,15
0.181,-69.6425389824718,27.255355718770538,15
0.182,-70.6911820501634,26.20620158747997,15
0.183,-70.40581061630927,26.49106192363621,15
0.184,-70.7186742583104,26.177687149975664,15
0.185,-70.23915386978507,26.65669637301753,15
0.186,-69.97878651117061,26.916552532462017,15
0.187,-70.1827042779033,26.712123533010388,15
0.188,-71.02186177726423,25.87245476751919,15
0.189,-72.38277131031451,24.511033935065022,15
0.19,-72.80054260760755,24.092751305232177,15
0.191,-72.11781785655461,24.77496469074719,15
0.192,-71.9963082734611,24.895962875442503,15
0.193,-73.09344120146278,23.798318516320233,15
0.194,-72.96643114229417,23.92481711178381,15
0.195,-72.66783430328944,24.22290245463707,15
0.196,-73.4364087964294,23.45381643303724,15
0.197,-73.31111276536558,23.578600903470914,15
0.198,-73.2700138559892,23.619188220185006,15
0.199,-74.22924031704966,22.659450134568374,14
0.2,-73.90178344069712,22.98639535460906,14
0.201,-73.41835993360992,23.46930717376707,15
0.202,-72.51969647564924,24.367458912319595,15
0.203,-71.68105696480586,25.205586672414274,15
0.20400000000000001,-72.89778695814248,23.988344897126876,15
0.20500000000000002,-73.69981624725291,23.185803795002098,15
0.20600000000000002,-73.26128454241845,23.623823655897255,15
0.20700000000000002,-72.84108738915259,24.043508934437455,15
0.20800000000000002,-72.43640346913818,24.44768094907856,15
0.209,-69.27196314484883,27.611609337485685,15
0.21,-68.963114172824,27.919946343258143,15
0.211,-68.1967772309234,28.685771288675078,15
0.212,-67.6118425945806,29.270193898441818,15
0.213,-67.30171980729664,29.57980462919625,15
0.214,-67.80765677183268,29.073355578316196,15
0.215,-67.39975040027102,29.480749833858443,15
0.216,-68.28179484709528,28.598193241478455,15
0.217,-68.68255896109964,28.196916952521192,15
0.218,-69.2737463579252,27.605217351484768,15
0.219,-69.36931583645215,27.50913563962826,15
0.22,-67.6039834220476,29.27395579172382,15
0.221,-69.38681225873854,27.490614663883882,15
0.222,-68.97451354048863,27.902401062284156,15
0.223,-70.49035046561112,26.386051788750873,15
0.224,-70.99661013480656,25.879279742722975,15
0.225,-70.18431191822918,26.691065554185805,15
0.226,-70.25640701645585,26.61845802270213,15
0.227,-71.27511464581137,25.59923793208678,15
0.228,-71.9514203804611,24.92241970831416,15
0.229,-71.44040156206084,25.4329260098682,15
0.23,-72.12214589871651,24.750669128782828,15
0.231,-71.98897987456608,24.883322581059936,15
0.232,-72.00301660081915,24.868773255629876,15
0.233,-72.59604003181123,24.27523719829708,15
0.234,-70.84026328086907,26.030501295874835,15
0.23500000000000001,-70.41025461250472,26.45999728399117,15
0.23600000000000002,-72.20855027678846,24.661188912715932,15
0.23700000000000002,-72.0954608292899,24.773765626619706,15
0.23800000000000002,-72.6920771705205,24.17663652533124,15
0.23900000000000002,-72.00533196616948,24.862868943301635,15
0.24,-72.71380556005924,24.153882536848762,15
0.241,-72.83004405097834,24.03713120732451,15
0.242,-72.42602177891713,24.44064061487893,15
0.243,-71.73790345069634,25.128246052831784,15
0.244,-72.79525516931028,24.07038141832928,15
0.245,-73.09006368369627,23.775059962574716,15
0.246,-73.48964401589748,23.374966663665532,15
0.247,-74.02135734761396,22.842740340042393,14
0.248,-72.5200513921347,24.343533278557015,15
0.249,-72.20996813433862,24.653103494471292,15
0.25,-73.29743135945537,23.565127202696402,15
0.251,-72.52926744885661,24.332778022001587,15
0.252,-70.79007945407959,26.071452900990515,15
0.253,-70.02644236189671,26.83457685303178,15
0.254,-71.41528911811153,25.44521693246287,15
0.255,-71.88750865142576,24.97248421072317,15
0.256,-70.8843157147568,25.975163935036413,15
0.257,-71.5631310464408,25.295835367207616,15
0.258,-71.25695954760108,25.60149360625474,15
0.259,-70.68769366771342,26.17024620284328,15
0.26,-71.55603329518762,25.301393268704775,15
0.261,-71.66805719193249,25.18885604207178,15
0.262,-74.42138718954885,22.435012691484957,14
0.263,-75.22074683556949,21.635139669552977,14
0.264,-75.34604240056717,21.509330705844608,14
0.265,-76.2937455434687,20.561114141574667,13
0.266,-74.80807589638242,22.04627034477643,14
0.267,-75.92850127173838,20.925331503161523,13
0.268,-76.18049668074921,20.672822605659064,13
0.269,-75.94750957868061,20.905296197145162,13
0.27,-74.63374758342297,22.21854465987122,14
0.271,-75.7650083655383,21.08677032341713,14
0.272,-74.68938295418785,22.161882158763607,14
0.273,-74.61536518665227,22.23538632877194,14
0.274,-75.36884248440923,21.481395412106522,14
0.275,-74.89141618037615,21.958308075991972,14
0.276,-74.65161920517549,22.197591389948027,14
0.277,-75.08589095894438,21.762805953979697,14
0.278,-74.94536732024069,21.902815889671334,14
0.279,-75.1887297258777,21.658939760351956,14
0.28,-75.00729800353129,21.839857738487993,14
0.281,-74.37666407340755,22.46997790401575,14
0.28200000000000003,-73.0027104565872,23.843417735996915,15
0.28300000000000003,-74.03186380187367,22.813750585770535,14
0.28400000000000003,-72.2163532722648,24.628747290481297,15
0.28500000000000003,-73.87053114953878,22.974055568493576,14
0.28600000000000003,-73.96114921209085,22.882923641554747,14
0.28700000000000003,-73.43243859343319,23.411120376295308,15
0.28800000000000003,-73.18023904379572,23.662806022628047,15
0.289,-73.68944297696294,23.15308816691125,15
0.29,-73.83329050362092,23.008726698601635,15
0.291,-74.20808080102806,22.63342244058365,14
0.292,-74.6478030368997,22.1931862252849,14
0.293,-73.87304215256653,22.967433111517643,14
0.294,-73.53870453725544,23.301256710197983,15
0.295,-74.09066984253703,22.74877736989838,14
0.296,-73.29597376830996,23.542959390863267,15
0.297,-73.02542396184164,23.812995125968413,15
0.298,-72.34504555364512,24.49285944484393,15
0.299,-71.84405143645843,24.993339454895054,15
0.3,-72.57591235315152,24.26096441339513,15
0.301,-73.0547353708064,23.781627253405482,15
0.302,-72.42686703893932,24.408981425553243,15
0.303,-71.93777178476668,24.897562502765464,15
0.304,-71.99301130699624,24.841808786477863,15
0.305,-71.9308770930686,24.90342878939338,15
0.306,-70.90605428976936,25.92773736486999,15
0.307,-71.47651782718354,25.356759582966294,15
0.308,-71.07700995509015,25.755753194046957,15
0.309,-71.31640223151668,25.515846640228233,15
0.31,-71.55889198110063,25.27284259701636,15
0.311,-70.69667666058605,26.13454360781113,15
0.312,-70.09607652594691,26.73462941678242,15
0.313,-69.52919608796961,27.300995513287756,15
0.314,-68.57565159121947,28.254025652905757,15
0.315,-68.72824400632643,28.1009188651505,15
0.316,-68.32486647410065,28.503782009355888,15
0.317,-68.76257349373947,28.06556058646867,15
0.318,-68.6549582034495,28.172661458426372,15
0.319,-68.92925857854637,27.89784665005758,15
0.32,-69.00348940202208,27.823101378514508,15
0.321,-68.66026539174936,28.165810926068744,15
0.322,-69.50596712473384,27.319594715858962,15
0.323,-67.89710676520986,28.927940583795227,15
0.324,-68.92910770351138,27.89542513968799,15
0.325,-70.09274778331402,26.73127054000611,15
0.326,-69.2367799083003,27.586723881211572,15
0.327,-68.719597743985,28.103391497934197,15
0.328,-68.36223583057982,28.460238850106872,15
0.329,-68.0154548925518,28.806505213407213,15
0.33,-68.21507837931719,28.606367138563694,15
0.331,-69.14251225230774,27.678418664289307,15
0.332,-69.22343139600828,27.596984906244003,15
0.333,-69.92710121343339,26.892800461558085,15
0.334,-69.22834984802999,27.591037186929487,15
0.335,-69.49058154570585,27.328290836595407,15
0.336,-70.30633473889024,26.512022978271514,15
0.337,-70.6700308092139,26.147812230472137,15
0.338,-70.40830764942928,26.4090207005899,15
0.339,-70.9690693257647,25.847744322541544,15
0.34,-71.72217750019186,25.094121434500607,15
0.341,-71.55853276522917,25.257251444093868,15
0.342,-71.40017632936025,25.41509314298294,15
0.343,-71.87326741829482,24.941487305603438,15
0.34400000000000003,-72.2973828598845,24.516857104249073,15
0.34500000000000003,-72.11963627388866,24.694088919305855,15
0.34600000000000003,-73.34604818102419,23.46716223020236,15
0.34700000000000003,-74.4894312752143,22.32326434316085,14
0.34800000000000003,-75.01388285667817,21.798297958107668,14
0.34900000000000003,-75.09719819570468,21.714467804899517,14
0.35000000000000003,-74.74092490798445,22.070226267991394,14
0.35100000000000003,-73.43032937100908,23.38030697003738,15
0.352,-72.68566009325563,24.1244614027061,15
0.353,-72.8168483067819,23.992758334085522,15
0.354,-72.82540647498287,23.983685300926474,15
0.355,-73.65134804434841,23.157228856884934,15
0.356,-73.62573303371074,23.182328983274534,15
0.357,-73.82561544714399,22.981931676167132,14
0.358,-73.50888021263854,23.29815200771829,15
0.359,-74.16095445598636,22.645562852282076,14
0.36,-73.66691395534772,23.13908843184429,15
0.361,-72.34968853077049,24.45579892650317,15
0.362,-72.45007810178406,24.354894416875506,15
0.363,-72.121747369901,24.682710201594894,15
0.364,-71.56649912401001,25.23744349191891,15
0.365,-71.94088292250757,24.862544729597367,15
0.366,-71.7800834198661,25.02282926030417,15
0.367,-71.80142240878196,25.00097529148934,15
0.368,-71.75096856185117,25.050914150703285,15
0.369,-72.42643519973733,24.374932517428853,15
0.37,-72.4114655796848,24.38938713456824,15
0.371,-72.00315035164128,24.797187352320268,15
0.372,-70.81832926291484,25.98149342352347,15
0.373,-70.08977507867522,26.709532583154786,15
0.374,-68.39729843527216,28.401494195011114,15
0.375,-69.20112606285056,27.597151529094333,15
0.376,-68.60903494381064,28.18872760315096,15
0.377,-68.61342142308978,28.18382607239048,15
0.378,-66.94883403206902,29.84789840557868,15
0.379,-67.84394732810927,28.95227004550156,15
0.38,-68.72921274235425,28.066489561162356,15
0.381,-69.37902849335771,27.416158734154333,15
0.382,-71.2704903224919,25.52418182325225,15
0.383,-71.75706664343065,25.037090414929377,15
0.384,-72.4180883814937,24.37555358401309,15
0.385,-72.29611147073167,24.49701539659994,15
0.386,-72.019699133916,24.7729126300657,15
0.387,-70.47811412676292,26.313982528841397,15
0.388,-69.76789404674831,27.023687495598445,15
0.389,-70.3560736912875,26.43499273306884,15
0.39,-71.18793135738238,25.602619944398096,15
0.391,-70.83010875003136,25.959927424735238,15
0.392,-71.99345869295261,24.79606235050953,15
0.393,-70.48908154629216,26.299924361722496,15
0.394,-69.58694478183257,27.2015459867391,15
0.395,-70.09175358619042,26.696222039090365,15
0.396,-71.6107081447634,25.17675233352626,15
0.397,-70.51813952913673,26.268805798609204,15
0.398,-70.69027357658909,26.0961565972083,15
0.399,-69.73070334761448,27.05521166897729,15
0.4,-71.16471234944812,25.62068750682875,15
0.401,-71.71368531970722,25.07119937329334,15
0.402,-71.73771849092482,25.046651035985917,15
0.403,-71.72591611132924,25.057938246826083,15
0.404,-72.1277770562117,24.655562130670635,15
0.405,-71.62113729093358,25.16168672230615,15
0.406,-72.54043588778093,24.241872949594697,15
0.40700000000000003,-72.65334691174226,24.128446747695847,15
0.40800000000000003,-72.54313215348196,24.23814632609337,15
0.40900000000000003,-72.109385093167,24.671378204768484,15
0.41000000000000003,-71.52885017821588,25.25139793645092,15
0.41100000000000003,-72.49845157658635,24.281281353331185,15
0.41200000000000003,-73.76963544906276,23.009582294773253,15
0.41300000000000003,-72.65145858054531,24.127243976025305,15
0.41400000000000003,-72.36403602471907,24.414151343550632,15
0.41500000000000004,-72.9867714110328,23.790900768048942,15
0.41600000000000004,-71.67200389837596,25.10515309077924,15
0.417,-71.60344693584621,25.1731948627924,15
0.418,-70.65294058485782,26.12318602282272,15
0.419,-70.66487970560308,26.110731710826478,15
0.42,-69.01856697928224,27.75652924575212,15
0.421,-67.69193480453694,29.082646229106665,15
0.422,-68.08504112036537,28.689024722040667,15
0.423,-67.44724174074142,29.326308910729,15
0.424,-67.10607162009721,29.66696384088835,15
0.425,-66.17691753859461,30.595602732505704,15
0.426,-67.22541713203049,29.54658794993309,15
0.427,-66.85883312600436,29.91265676771993,15
0.428,-66.19708568010346,30.573889026427956,15
0.429,-67.90447807900773,28.865981441526237,15
0.43,-69.06483950173123,27.705104834149786,15
0.431,-70.89048405040815,25.878945102313494,15
0.432,-71.17112283480772,25.597791136397273,15
0.433,-70.61961545071622,26.14878334076402,15
0.434,-69.437348027617,27.330535586079616,15
0.435,-69.4899999805776,27.27736845742578,15
0.436,-68.24762040448667,28.51923286006314,15
0.437,-69.55691015154403,27.20942794194122,15
0.438,-71.08252930052748,25.683293624431606,15
0.439,-71.17659759580793,25.588710163312808,15
0.44,-70.90116392921398,25.863628666905704,15
0.441,-70.98318971023036,25.781087725875025,15
0.442,-72.7539343885633,24.009827890664127,15
0.443,-72.80848397047608,23.95476315515925,15
0.444,-73.8714213819108,22.89131059356796,14
0.445,-73.24995320906802,23.512263619839352,15
0.446,-72.90524447624026,23.85645720983062,15
0.447,-73.66068016954885,23.100506377570106,15
0.448,-74.03147361792848,22.729197794272956,14
0.449,-74.84081709597017,21.919339185497975,14
0.45,-74.78890349697998,21.97073765808892,14
0.451,-73.89248083894002,22.866645194213618,14
0.452,-74.64584810424964,22.112762811622623,14
0.453,-74.13001009995469,22.628085703420062,14
0.454,-74.49481888352595,22.2627618122852,14
0.455,-75.06329389746378,21.6937716958677,14
0.456,-75.03852861837987,21.71802187770598,14
0.457,-75.78653994636586,20.96949545785852,13
0.458,-76.10398935745185,20.651530960445406,13
0.459,-76.94436036713515,19.810644870119543,13
0.46,-75.1208832312265,21.633606931220413,14
0.461,-74.974796686445,21.779178407179227,14
0.462,-75.44565334035526,21.307806690581693,14
0.463,-75.13768171204146,21.615263262494004,14
0.464,-75.11326061991845,21.639169304651702,14
0.465,-75.18003190144495,21.57188297974652,14
0.466,-74.54947985678079,22.201919987769088,14
0.467,-73.82481166208294,22.926073152712995,14
0.468,-74.20013771123905,22.550232080841113,14
0.46900000000000003,-74.59800617690065,22.151848599652517,14
0.47000000000000003,-74.72970434672872,22.019635421636877,14
0.47100000000000003,-76.54159805275893,20.207226714909183,13
0.47200000000000003,-77.62662242726049,19.12168734735093,13
0.47300000000000003,-76.27132122668046,20.47647356266582,13
0.47400000000000003,-74.7388341015926,22.00844571043087,14
0.47500000000000003,-74.84261766616018,21.904147176633654,14
0.47600000000000003,-74.25553906568759,22.490710816120615,14
0.47700000000000004,-73.91245202238821,22.833282906829293,14
0.47800000000000004,-71.28133312438145,25.46388686079121,15
0.47900000000000004,-70.3847391256953,26.35996592412934,15
0.48,-70.56132829078673,26.182861832537764,15
0.481,-71.41900004122954,25.324675164593707,15
0.482,-72.78354948520757,23.95961081226442,15
0.483,-72.58822797242202,24.154417425999842,15
0.484,-73.1988007278587,23.543329780965298,15
0.485,-74.33860865149364,22.403006977335977,14
0.486,-74.78762685749743,21.953473901092547,14
0.487,-75.58029827507205,21.16028762318427,14
0.488,-74.03863207366804,22.70143897431194,14
0.489,-73.22838654253584,23.51116966537646,15
0.49,-73.19025372806684,23.548787650137832,15
0.491,-71.91613878316473,24.822387775843787,15
0.492,-71.85928520451529,24.87872654596,15
0.493,-72.58519319076446,24.15230376199204,15
0.494,-71.29901494795013,25.437967218053544,15
0.495,-70.88266238026975,25.853805010098633,15
0.496,-71.79361643406364,24.9423361919386,15
0.497,-71.9637069176014,24.77173095545549,15
0.498,-72.69677277507034,24.038150356613663,15
0.499,-73.8221848276461,22.912223574389216,14
0.5,-72.98226390769501,23.751629776567533,15
0.501,-71.35813985752,25.37523912099755,15
